posX,posY,depth,count
1838,1487,2,7
1838,1582,2,11
1839,184,2,10
15,191,2,10
15,198,6,27
15,206,2,8
15,212,4,18
1839,270,1,5
1836,1540,9,37
1836,1632,9,44
1839,219,2,9
15,274,2,11
1837,979,7,32
1838,334,5,27
1838,458,5,32
1838,590,1,5
15,761,1,5
15,822,3,16
15,842,3,13
15,871,2,9
15,967,3,12
1838,1316,4,18
1838,1426,3,18
1839,406,1,4
15,1080,1,3
15,1228,1,3
15,1276,2,9
15,1281,1,5
15,1339,3,17
15,1417,3,18
15,1428,1,5
16,113,2,7
0,205,4,27
3,25,9,33
3,42,8,34
13,344,7,38
13,1016,6,34
15,1090,3,13
60,63,10,47
1755,72,10,29
1755,73,9,43
1755,77,1,4
1765,81,7,28
1765,93,10,44
0,95,7,30
0,99,1,4
0,102,7,38
0,121,3,17
1765,144,1,4
1765,149,2,9
1765,163,5,23
1765,184,9,30
0,213,5,22
1755,138,2,11
0,205,4,28
1,115,9,37
3,169,2,9
1755,213,8,31
1755,214,2,7
0,228,4,19
1765,232,1,5
0,245,1,5
1765,360,4,27
1765,460,1,3
1765,515,2,7
1765,574,3,17
1765,838,2,10
1765,918,3,17
1765,983,2,10
1765,991,2,8
1765,1190,2,11
1765,1196,1,5
1766,267,1,5
1765,445,3,14
1765,528,2,8
1765,558,2,8
13,1091,6,26
13,1100,6,33
13,1149,7,29
1765,1267,2,11
13,1278,7,28
1765,1568,3,16
1765,1591,1,5
1766,684,1,3
1765,1418,2,8
1765,1680,2,10
1766,548,2,10
13,1703,6,34
1765,1737,2,11
1766,44,2,7
16,720,2,7
15,722,3,15
15,745,4,28
15,817,4,20
15,847,4,27
15,987,4,23
15,1497,4,27
16,488,3,12
15,507,4,22
15,818,4,22
16,1122,3,16
16,1612,1,4
16,1652,1,4
17,124,1,5
15,157,5,26
15,213,10,39
15,271,7,34
15,850,6,35
15,974,6,30
15,1003,5,33
16,1145,1,3
15,1168,5,27
16,1241,1,4
15,1324,6,23
1838,1446,3,17
15,1533,2,11
15,1596,2,8
16,1458,2,7
15,1738,5,26
15,1806,2,9
15,1833,7,34
15,1854,2,7
15,1863,2,10
15,1874,5,31
15,1891,7,30
15,1922,5,27
15,1931,2,8
15,1982,2,11
15,2002,2,8
15,2033,2,9
15,2034,7,41
13,2062,3,17
13,2138,4,23
15,2205,4,20
15,2228,6,23
15,2258,2,8
15,2355,4,23
14,2609,1,5
13,2692,4,28
15,2717,2,8
15,2729,1,4
13,2977,4,20
15,3241,1,3
13,3291,2,9
14,55,5,22
15,3395,1,5
15,3497,1,4
16,1908,2,9
16,2213,1,3
16,2233,1,5
15,2775,3,16
15,2887,2,8
15,2956,3,13
15,3002,3,18
15,3320,3,18
16,1196,5,22
16,1290,4,18
17,44,3,12
17,84,3,17
17,137,3,18
17,250,2,10
16,1473,4,22
16,2290,1,4
1766,64,3,13
1765,281,7,39
1765,526,3,17
1763,675,4,26
1765,699,3,14
1763,748,4,20
1764,67,2,8
14,93,4,21
14,135,5,28
1764,170,2,9
1765,144,1,5
14,228,6,23
14,336,5,32
14,341,5,32
14,421,3,12
14,471,3,17
1764,529,2,8
13,530,8,36
1763,624,3,12
13,631,8,34
1764,669,2,10
1763,1067,4,20
1764,887,2,9
14,928,2,7
1765,1115,3,15
13,1173,7,41
1763,1245,2,9
1765,1316,3,15
1765,1372,4,21
1763,1613,2,11
1764,1706,1,4
1765,1734,3,18
1766,956,1,3
1765,1627,4,27
1766,430,4,23
1765,1645,4,27
1766,254,4,23
1765,1395,4,25
86,1706,9,40
86,1766,9,41
1765,1788,1,4
1765,1792,7,40
1765,1802,2,8
1765,1827,10,42
1765,1829,3,12
86,1831,9,40
88,11,6,24
1765,1846,1,4
1765,1884,2,11
1765,1899,1,3
13,1922,5,31
1765,1925,8,32
1765,1936,3,17
1765,1937,4,25
1765,1949,7,33
13,1982,4,22
1765,2008,2,7
1765,2013,6,32
13,2016,5,21
13,2017,2,11
1765,2022,4,28
1765,2024,4,27
13,2048,6,29
13,2122,2,11
13,2291,1,4
13,2464,1,4
1765,2500,1,3
1766,2386,1,4
1765,2417,1,5
13,2505,4,27
1765,2535,4,25
1765,2550,3,13
13,2592,2,8
13,2626,1,5
13,2653,2,9
1765,2797,3,16
1765,2806,3,13
1765,2854,2,7
13,2885,3,13
1765,2933,1,5
1766,2085,1,5
1766,2178,2,10
13,2939,3,18
1765,2947,3,14
1766,92,4,21
1766,2781,1,3
1766,2919,1,3
1836,2558,8,39
1837,2067,6,26
1836,2733,8,31
1838,1839,2,9
1838,1912,2,9
1837,2043,7,29
1836,2115,10,29
86,2151,9,32
86,2343,8,32
88,1861,2,9
1836,2389,9,28
1836,3045,8,36
1837,1969,8,30
1837,2398,2,9
1838,1855,3,17
1838,2033,3,18
1837,2516,6,33
1837,2557,6,28
86,2685,8,37
1837,2724,5,23
1837,2831,6,31
1837,3205,4,22
1837,3217,4,23
1838,2042,4,27
1836,2344,10,40
1838,2026,4,21
1838,2396,2,11
1838,2458,1,3
1836,3389,9,45
1837,2882,6,29
1837,2911,6,26
1838,2071,3,16
1838,2501,2,10
85,3460,10,47
86,1864,9,31
86,2217,8,28
86,3219,6,31
86,3250,6,33
86,3324,6,29
87,361,8,35
87,687,7,38
87,1265,7,37
87,1716,6,36
88,2272,1,3
87,2542,5,26
87,2826,4,28
88,2072,1,3
86,2951,7,37
87,3131,4,20
86,3425,6,34
87,2185,6,30
86,2799,9,36
86,3168,7,38
87,3269,4,26
87,3314,3,17
86,3434,7,25
87,3464,2,7
88,181,5,29
88,191,5,27
87,1385,7,31
86,1519,10,42
88,291,5,33
86,1560,10,46
87,238,9,43
88,295,4,22
88,483,3,16
87,1012,5,33
87,1366,7,32
88,330,6,32
88,1390,3,18
88,1397,2,8
88,1804,3,15
88,1939,3,17
88,2341,1,4
88,2377,1,4
89,517,1,5
87,1241,8,30
88,1609,2,9
89,285,3,13
89,519,2,7
89,542,1,4
89,557,1,3
87,808,9,43
89,779,1,3
88,1531,4,23
1836,143,10,35
1836,564,9,31
1836,862,8,36
1836,1731,6,32
1838,0,2,7
1837,200,7,40
1837,432,6,30
1837,494,6,30
1838,590,1,5
1836,635,10,40
1837,815,5,32
1837,818,5,33
1837,885,5,28
1837,934,5,29
1837,1019,5,22
1836,1445,8,30
1838,668,2,7
1838,814,2,8
1836,1285,9,44
1837,203,7,27
1837,841,5,28
1836,1236,9,43
1836,1426,8,34
1837,748,6,31
1837,822,6,24
1837,1345,4,27
1838,638,3,12
1838,1189,2,10
1838,1230,2,11
1836,1702,8,27
1838,1971,2,7
1836,2534,10,33
1837,2356,8,38
1837,2419,6,28
1837,2587,7,27
1838,2138,4,23
1838,2393,3,12
1838,2405,3,17
1838,2749,1,3
1836,2871,9,34
1836,2924,10,36
1836,2925,10,36
1836,3435,8,41
1838,1761,5,30
1837,2834,7,39
1836,2938,10,37
1837,2930,7,31
1837,2996,7,33
1836,3298,10,40
1838,2634,2,11
1838,2699,2,9
1838,2791,2,7
1837,2937,7,32
1837,3024,7,38
1838,2948,1,3
13,2965,2,8
13,2983,1,5
13,3130,2,10
13,3136,3,17
13,3206,2,9
13,3216,1,4
13,3477,2,8
14,406,5,25
14,488,5,23
14,542,5,26
14,1406,2,9
14,1609,2,9
14,2190,3,14
14,2592,1,4
14,3328,1,3
15,79,1,3
0,95,7,37
0,99,1,4
13,109,8,42
15,113,1,3
0,121,3,17
13,144,9,38
13,188,1,4
13,246,1,3
13,307,2,9
13,327,5,29
13,369,1,4
13,409,5,26
13,434,2,8
13,486,5,25
13,513,5,21
13,534,3,14
13,544,4,22
13,567,2,7
13,615,3,14
13,670,2,11
13,732,3,18
13,909,5,32
13,962,3,16
13,1027,3,17
13,1042,2,9
13,1265,2,8
13,1322,3,12
13,1341,2,7
13,1484,1,3
13,1542,1,5
14,72,1,3
14,273,2,11
14,275,1,4
13,278,6,37
14,379,1,4
13,1510,2,11
14,315,2,10
14,327,2,10
14,790,1,4
13,1117,4,24
13,1161,4,25
13,1329,3,16
14,166,3,17
14,191,3,17
13,209,8,28
14,240,3,16
13,247,7,40
13,371,6,27
13,415,7,38
14,525,2,9
14,690,2,8
13,739,6,25
14,871,1,5
14,969,1,5
14,992,1,5
13,1328,2,9
13,1347,4,26
14,1227,1,3
88,2595,3,13
1763,60,7,28
1763,189,7,29
1763,224,2,10
1763,229,6,26
1763,236,2,9
1763,237,1,4
1763,474,2,11
1763,507,5,22
1763,575,3,14
1763,810,1,4
1763,843,2,8
1763,898,3,14
1763,939,2,7
1763,945,1,5
1763,1014,3,14
1764,165,1,4
1764,416,1,4
1837,1217,5,31
1839,241,1,3
1837,803,6,26
1838,171,4,22
1837,410,8,29
1837,1061,7,28
1837,1667,4,19
1838,467,3,18
1837,979,7,32
1837,1191,6,26
1837,1626,5,25
1838,334,5,27
1838,458,5,32
1838,661,4,21
1838,849,4,18
1838,1487,2,7
1836,1540,9,37
1837,1240,7,30
1838,1582,2,11
1839,184,2,10
0,215,5,28
1839,219,2,9
0,228,4,22
0,245,1,4
1839,270,1,5
14,338,6,25
0,403,3,12
1836,1632,9,44
1838,1426,3,18
1839,406,1,4
0,424,2,10
0,436,1,4
0,532,2,11
0,701,1,4
15,761,1,4
0,848,1,5
0,923,1,3
13,1022,1,3
13,1151,1,5
0,1283,1,3
1837,1936,10,35
1837,2281,9,39
1837,2906,8,37
1838,1918,6,27
87,2070,7,32
87,2213,6,23
87,2525,7,41
87,2531,7,34
87,2626,6,26
87,2631,6,32
88,2216,2,7
86,2397,10,39
86,2716,10,42
86,2844,10,33
88,1768,4,24
88,1785,5,24
88,2033,4,20
87,2544,8,33
88,2687,1,3
88,2726,1,5
88,2873,1,3
1838,2890,2,11
87,2985,7,32
86,3024,10,43
86,3081,10,40
87,2603,8,37
86,2863,10,31
1838,3097,1,4
86,3354,9,34
87,3221,6,35
87,3279,6,26
87,3462,5,25
88,2869,2,8
88,2949,2,8
88,3009,2,9
1838,1316,4,18
1838,1446,3,17
0,1622,1,5
0,2146,4,27
0,2540,2,8
0,2921,1,4
1,2514,1,4
0,2983,1,3
1,1793,1,4
0,2531,2,7
1,174,1,4
1,609,1,5
1,1030,1,4
13,1695,7,40
14,344,6,25
1763,486,5,22
1763,551,7,37
1763,758,8,43
1763,1072,3,17
1764,190,3,13
1763,1013,5,27
1764,395,4,27
1764,1224,2,9
1764,1429,1,5
1763,1533,3,16
1765,232,1,4
0,249,7,33
0,311,8,41
0,781,2,8
0,841,3,16
0,1480,1,5
0,1539,1,5
1,349,2,9
1,369,2,10
0,376,5,28
0,428,4,20
1,256,4,25
1,329,4,24
0,439,7,41
1,441,2,9
1763,488,4,28
1,523,2,11
1,565,1,5
1,618,1,5
0,630,3,16
0,730,4,20
0,766,5,21
0,1628,2,11
1,785,2,10
1,931,3,14
1764,940,2,8
0,1075,4,25
1763,1379,4,23
1764,1234,3,13
1763,1600,4,24
1764,1695,2,11
1765,460,1,3
0,1779,4,19
0,1880,1,4
0,1942,5,31
0,2008,1,4
0,2044,3,17
0,2047,4,27
0,2079,4,27
0,2237,1,5
0,2296,1,4
0,2338,1,4
0,3259,1,3
0,3261,1,3
0,3302,1,4
1,2136,2,7
1,2576,1,3
1,2601,1,4
0,2673,2,7
0,2702,2,9
0,2960,2,9
0,3020,2,8
0,3353,2,11
1,1082,2,11
1,1964,2,8
1,2577,1,3
1750,22,5,30
1750,79,6,32
1750,82,3,13
1750,87,4,18
1750,114,1,4
1750,117,9,42
1750,123,7,33
1750,134,7,25
1750,207,1,3
1750,209,3,13
1750,391,2,7
1750,476,2,7
1750,477,3,16
1750,482,2,11
1750,515,3,12
1750,592,4,19
1750,609,2,11
1750,887,2,8
1750,1108,1,5
0,1124,4,19
1,1155,2,9
1750,1220,2,10
0,1258,3,13
1750,1267,1,3
1750,1397,1,5
0,1422,3,17
1750,1430,1,5
0,1441,3,14
1750,1465,1,4
1751,189,1,5
1751,538,1,4
1750,542,3,12
1750,1265,1,4
1750,1378,2,10
1750,1418,2,11
0,1555,4,27
0,1587,3,13
0,1611,2,8
0,1645,2,8
1,943,3,14
0,1707,3,12
1,1292,2,8
0,1649,4,24
2,658,2,9
61,243,8,29
61,462,10,32
62,923,4,19
63,68,3,18
63,217,3,17
63,270,2,8
63,394,1,5
61,773,10,36
61,894,9,30
62,450,6,36
61,874,9,43
63,374,2,9
63,978,1,3
63,1112,1,4
62,1212,4,21
63,1099,1,4
61,1332,9,46
62,1233,4,23
63,152,3,16
62,517,6,37
63,699,1,3
62,1507,3,16
1751,1788,3,14
0,1790,6,25
1750,1802,10,41
1750,1832,8,34
1750,1842,10,41
1751,1859,1,3
1750,1955,8,36
1750,2046,6,24
1750,2047,7,40
0,2072,5,32
1750,2114,3,18
0,2171,5,30
1750,2272,2,9
1750,2293,3,15
1750,2326,3,17
0,2448,3,12
1750,2666,3,13
1750,2859,2,8
1750,2872,3,13
0,2904,3,17
1750,2913,2,9
0,2968,3,18
1750,2969,3,18
1750,2984,1,3
1750,2998,2,10
1750,3018,3,18
1750,3061,1,5
0,3116,2,8
1,2077,3,18
0,2893,3,15
0,3093,3,12
1,1774,4,28
0,2913,4,23
0,3004,3,12
0,3051,4,23
0,3272,4,24
0,3308,4,24
0,3485,2,11
1,2397,4,25
1,2631,2,11
1,3012,1,5
1,3352,1,3
60,1960,8,40
60,2359,9,39
60,2377,8,42
60,2451,8,41
60,2476,7,28
60,2560,7,31
60,3244,5,24
61,2097,5,33
61,2587,4,19
60,3300,5,25
61,2104,5,31
60,3040,7,30
61,3310,3,17
61,3480,2,9
62,1793,2,10
59,3288,10,45
62,1756,3,16
60,2141,10,29
61,2177,5,33
61,2258,5,30
60,2267,9,39
60,2388,9,30
60,2444,8,40
60,2449,9,34
62,2469,1,3
60,3207,7,31
61,50,10,32
61,104,10,40
61,406,9,33
61,546,9,43
61,644,9,42
61,700,7,30
61,725,8,32
61,1009,7,34
61,1077,7,27
61,1485,7,35
61,1588,5,25
61,2479,5,24
62,385,3,18
61,1104,7,26
62,1113,1,5
61,1244,7,35
61,1590,6,23
61,1664,4,21
60,1743,10,38
62,2415,1,3
61,2907,2,11
62,152,5,23
62,235,4,20
62,476,4,25
62,1183,2,7
62,1957,3,13
63,264,1,3
61,484,10,40
61,1001,8,28
62,161,6,36
62,511,5,28
62,933,4,27
61,1287,8,43
61,1291,8,32
1750,3301,3,18
1750,3317,1,4
1750,3445,2,11
1750,3462,1,5
1751,2529,1,4
1751,2578,1,4
1751,2630,1,5
1751,2900,2,7
1750,3406,3,13
1761,53,5,21
1761,57,8,30
1761,76,8,35
1761,143,1,3
1761,167,3,16
1762,31,2,8
1810,219,9,30
1761,299,3,13
1761,434,1,4
1761,451,2,10
1762,32,1,3
1761,266,2,11
1810,747,9,45
1810,878,8,34
1811,25,6,28
1811,402,5,22
1809,608,6,31
1811,1144,4,18
1809,1530,10,39
1809,3479,9,29
1810,1081,8,28
1810,1800,9,38
1811,1060,6,23
1811,1258,4,24
1811,1696,1,4
1812,622,2,7
1812,1091,2,9
1811,1427,5,29
1812,462,4,26
1761,533,1,3
1761,553,3,13
1761,592,2,11
1761,613,1,4
1762,601,1,4
1812,659,2,7
1761,773,1,3
1761,778,2,11
1812,922,2,11
1761,984,1,4
1762,36,1,5
1812,1107,1,5
1812,1114,1,4
1810,1682,7,32
1812,1164,1,5
1811,1212,5,26
1811,1374,5,32
1810,1412,7,32
1811,50,6,26
1762,72,1,5
11,80,5,24
11,90,1,4
11,138,1,4
11,216,7,28
1761,241,4,24
11,266,8,35
11,286,2,8
11,289,6,36
11,336,3,13
11,437,1,4
11,439,2,7
12,108,1,4
12,118,1,4
12,175,1,4
11,319,5,29
11,466,2,9
1762,561,1,5
1762,566,1,4
1762,589,1,5
11,651,1,4
1761,1009,4,25
11,1263,1,4
12,330,1,4
11,384,2,7
11,640,3,12
12,182,2,7
11,535,3,17
11,853,2,8
11,877,2,11
1812,1282,2,11
1812,1292,1,3
1811,1309,6,27
1761,1339,3,14
1761,1348,2,8
1812,1419,1,3
11,1437,2,10
11,1473,1,4
1761,1567,2,9
1762,795,1,3
11,1523,2,9
12,950,1,4
12,1267,1,5
11,1730,2,9
11,1823,8,28
11,1841,4,23
11,1855,7,30
11,1879,4,25
11,1888,7,26
11,1895,3,18
11,1906,3,15
11,1968,1,5
11,2038,4,22
11,2124,2,11
11,2206,4,27
11,2225,4,23
11,2230,1,4
11,2256,2,10
11,2319,2,8
11,2573,2,11
11,2645,1,3
11,2656,1,5
11,2674,1,4
11,2694,1,3
11,2756,3,12
11,3015,1,3
11,3194,1,5
11,3273,1,3
12,1983,1,3
12,2005,1,4
12,2016,1,3
12,2363,1,4
11,2739,3,12
11,3324,2,8
1761,13,7,41
11,184,5,26
11,260,10,39
11,312,8,42
11,355,9,39
11,498,5,21
11,540,4,25
11,570,3,12
11,922,5,26
11,953,4,27
11,1009,4,20
11,1023,4,21
11,1129,5,30
11,1204,4,22
11,1217,4,19
12,38,4,23
12,88,4,28
12,135,3,18
1762,171,2,9
1761,245,5,29
1761,307,6,35
1762,131,2,7
1762,228,2,11
13,567,2,8
1761,686,5,21
1761,694,4,28
1761,766,5,30
1761,848,4,27
11,921,3,13
1761,940,5,30
1761,1107,5,27
1761,1110,5,32
1761,1251,2,9
1761,1301,3,12
1761,1330,3,16
1762,374,3,13
1762,411,3,18
1762,438,3,17
1762,447,4,27
1762,604,3,17
1762,703,2,7
1762,998,2,8
1763,237,1,5
1762,978,2,9
1761,1261,4,21
1761,1515,5,21
1761,1572,5,29
1762,1195,3,18
11,1243,5,32
1762,1482,2,9
12,1520,2,10
11,1590,4,18
12,1591,2,9
11,1613,4,26
11,1669,2,10
11,1699,2,11
12,945,2,8
13,20,1,3
13,188,1,4
13,246,1,5
11,1156,5,26
12,242,4,19
11,390,5,29
11,1624,6,26
12,101,5,22
12,743,3,14
12,766,4,20
12,1689,3,14
13,307,2,9
12,367,5,23
12,717,4,18
13,1151,1,3
12,1208,4,27
12,1693,3,18
13,670,2,9
11,995,6,34
12,694,4,21
12,1496,4,19
69,60,9,34
69,253,10,30
69,300,9,28
69,380,9,44
69,526,10,32
69,648,9,28
69,757,9,28
70,847,4,27
69,935,8,33
70,768,4,19
69,777,9,29
70,1015,2,7
69,1016,7,29
69,1025,7,27
69,1153,7,40
69,1185,7,32
69,1189,7,33
69,1543,7,40
69,1589,6,29
70,144,5,24
69,655,10,34
71,423,2,8
69,603,10,41
69,1202,8,41
70,1589,3,12
69,1679,6,26
70,1048,4,18
70,1367,3,17
70,1658,1,4
70,1687,1,5
1812,1920,2,7
1810,2011,9,33
1812,1924,2,9
1810,1966,10,45
1812,2305,2,7
1810,2513,8,30
1811,1830,6,32
1811,2205,5,22
1811,2538,5,25
1812,2679,2,10
1812,2688,1,4
1809,3187,10,38
1810,2033,8,41
1810,3189,6,29
1811,2239,4,19
1810,2246,9,44
1810,3343,7,27
1811,2005,6,28
1811,2761,5,26
1811,3365,4,25
1811,3408,1,5
1811,3462,2,7
1811,3468,2,7
1812,2027,2,8
1812,2202,2,9
1812,2213,1,3
1810,2348,9,41
60,2511,10,44
60,2533,5,23
60,2710,8,28
61,1939,9,30
61,2055,7,33
61,2204,6,37
62,1878,4,18
62,1915,4,22
62,2100,3,13
61,2214,8,39
62,2223,2,8
61,2559,7,37
60,2570,10,34
61,2425,8,41
61,2652,7,34
62,2715,1,3
60,3088,8,40
61,2074,6,25
62,1991,2,10
60,2895,9,41
60,3121,9,39
61,3357,5,29
61,3418,4,27
60,3459,7,33
61,2625,7,30
61,3096,5,22
62,2225,4,21
62,2229,4,18
62,3109,2,11
62,3266,1,5
1810,21,8,31
1810,49,8,30
1810,54,8,40
62,224,5,26
1811,292,3,18
1810,326,8,35
1810,342,8,29
63,476,1,4
1810,533,7,40
1810,783,7,29
1811,783,4,24
1811,833,3,15
1810,1013,5,21
1811,361,4,26
1811,554,3,17
1812,362,1,4
1812,460,1,4
1810,888,7,39
62,1271,3,13
1809,1416,9,30
1811,1186,3,17
1809,1455,9,40
1812,591,1,4
1809,1527,9,30
1810,558,8,35
1810,1037,5,25
62,1096,3,17
1810,1099,7,27
61,1113,8,33
1810,1358,7,35
61,1382,8,43
1811,1430,2,9
1810,1508,6,28
61,1658,5,28
1811,1734,1,3
1812,77,1,4
1812,971,1,4
62,1437,2,10
1812,2490,2,10
1820,47,6,26
9,56,2,8
9,62,4,21
9,74,2,9
69,1856,7,29
69,1915,7,29
70,2044,3,17
70,2062,3,17
69,3348,4,24
70,2187,3,16
69,2390,7,30
70,2434,2,9
70,2509,2,10
69,2576,5,31
68,2636,8,40
69,2971,6,24
68,3008,9,41
69,2833,6,32
68,3069,9,33
69,2039,9,41
69,2149,8,34
69,2398,7,36
69,3165,4,28
69,3273,4,18
70,2409,3,16
70,2923,2,7
70,2946,3,18
70,3012,1,5
70,3133,1,3
69,3153,6,29
68,3172,10,33
70,995,4,24
69,1124,8,40
70,579,6,30
70,934,5,21
70,943,5,25
70,1644,5,22
71,9,4,27
68,1725,10,34
71,730,2,8
69,857,10,43
70,1225,5,24
69,1576,8,34
70,73,8,37
71,18,5,21
71,253,4,21
71,308,4,28
69,1300,10,34
71,682,3,13
70,732,7,35
71,760,2,10
70,1049,5,26
70,1323,6,23
70,1355,6,32
70,1427,6,29
70,3335,1,5
71,337,5,33
71,511,4,24
71,1218,2,10
71,1366,3,12
69,1617,9,38
71,1760,1,5
71,1769,1,5
72,197,1,5
1818,2962,8,34
1821,34,4,26
1820,116,9,41
1821,342,1,4
1819,945,10,38
1819,1127,9,30
1820,3,9,43
0,69,3,17
1750,79,6,34
1750,82,3,17
1750,87,4,25
0,95,7,32
0,99,1,4
0,102,7,41
1820,873,5,21
1821,840,1,4
1820,851,5,22
1821,111,2,11
1750,114,1,3
0,121,3,13
0,205,4,19
1750,207,1,3
1750,209,3,13
0,213,5,30
0,215,5,23
1819,932,10,46
1820,1148,5,29
1819,1393,9,44
1819,1425,9,40
1819,1442,9,39
1819,1604,9,39
1820,225,8,37
0,228,4,21
1820,231,8,38
0,245,1,4
1750,391,2,8
1820,526,7,31
1820,690,7,32
1820,1289,6,34
1821,1321,1,3
1819,1337,10,32
1820,1661,4,21
1821,400,2,9
0,403,3,13
0,424,2,11
0,428,4,20
0,436,1,4
1821,451,2,10
1750,476,2,11
1750,477,3,18
1750,482,2,10
1750,515,3,17
0,532,2,10
1750,542,3,12
1750,609,2,7
0,630,3,17
0,701,1,4
1750,719,3,12
0,730,4,19
0,766,5,30
1750,768,3,18
0,781,2,7
0,841,3,13
0,848,1,4
1750,887,2,9
1750,905,3,16
1750,1108,1,5
0,1258,3,14
1750,1265,1,5
1750,1267,1,4
1750,1373,2,10
1750,1378,2,10
1750,1397,1,4
1750,1418,2,7
1750,1430,1,5
1750,1465,1,5
1751,193,1,3
1750,1220,2,8
1751,189,1,5
1751,538,1,3
0,1779,4,22
0,1790,6,36
1820,2274,5,26
1819,2382,8,37
1819,2690,7,32
1819,3153,6,31
1820,2829,4,28
1820,2989,3,16
1821,1856,1,4
0,1880,1,4
0,2008,1,4
0,2044,3,18
0,2047,4,18
0,2079,4,24
0,2171,5,23
0,2296,1,4
0,2313,2,7
0,2673,2,9
0,2904,3,17
0,2960,2,7
0,2968,3,17
0,2983,1,4
1,1793,1,4
0,2338,1,4
0,2531,2,7
0,2540,2,7
0,2702,2,11
0,2921,1,3
1,565,1,3
1,618,1,3
0,1124,4,26
0,1622,1,4
1,609,1,5
1820,1606,4,24
1819,1736,10,40
1821,1289,2,8
1821,1473,1,4
0,1539,1,3
1750,1802,10,45
1750,1832,8,40
1819,1834,8,30
1750,1842,10,42
1819,1861,7,38
1750,1884,4,18
1750,1893,3,15
1819,1901,8,35
1750,1933,4,18
1,1964,2,9
1819,2035,8,33
1819,2091,5,25
1819,2162,5,23
1819,2211,5,21
1819,2223,6,27
1818,2463,10,31
1819,2325,6,33
1819,2490,5,25
1819,2835,5,32
1820,2152,3,16
1819,2189,7,40
1820,2205,4,26
1820,2243,3,17
1819,2387,8,34
1819,2473,7,39
1818,2923,10,33
1819,2258,7,30
1819,3109,4,19
1819,3251,4,23
1819,3306,5,23
1818,3439,9,41
1820,1980,4,25
1750,2082,4,25
1750,2114,3,14
0,2237,1,3
1,2023,1,5
1820,2095,5,21
1820,2108,4,21
1820,2193,5,22
1820,2227,4,22
1750,2272,2,8
1750,2293,3,14
1820,2303,3,17
1750,2326,3,15
1819,2350,7,37
1820,2377,1,5
0,2448,3,18
1,2136,2,7
0,2475,5,22
0,2522,5,31
1820,2537,3,13
1820,2569,3,13
1820,2740,2,10
1819,2756,7,28
1819,3191,4,20
1820,3129,1,5
1819,3209,5,31
1819,3213,3,14
1819,3239,3,17
1819,3468,5,21
1820,2510,4,22
1750,2666,3,13
1750,2859,2,9
1750,2863,4,22
1750,2872,3,16
0,2893,3,12
0,2913,4,19
1750,2913,2,8
1750,2969,3,12
1750,2998,2,10
1751,1859,1,3
1750,2972,4,20
0,3004,3,18
0,3020,2,11
0,3093,3,16
0,3116,2,7
1820,3257,2,11
0,3259,1,3
0,3261,1,4
0,3302,1,3
1,2601,1,5
1,2631,2,7
1820,2640,3,12
0,2712,4,27
1820,2775,4,22
0,2884,5,26
1750,2984,1,4
1,3010,2,10
1750,3018,3,16
0,3051,4,27
1750,3061,1,5
1819,3071,6,29
1820,3110,3,15
1750,3129,4,19
1820,3155,2,7
1750,3173,3,15
1750,3180,4,25
0,3272,4,28
1750,3294,3,16
1750,3301,3,18
1820,3305,1,4
0,3308,4,21
0,3353,2,9
0,3366,5,22
0,3424,5,30
1750,3317,1,3
1750,3462,1,5
0,3485,2,8
1,1774,4,21
1,2077,3,12
1,2680,3,16
1,3065,3,13
1,3109,2,10
1,3352,1,3
2,2109,1,3
0,2178,8,34
0,2430,5,31
0,3457,5,32
0,3482,4,19
1750,106,5,29
1750,117,9,43
1750,123,7,31
1750,134,7,38
1750,178,5,32
1750,190,6,32
1750,278,5,28
57,461,10,37
1750,592,4,18
57,705,10,43
1750,738,4,22
1750,777,5,24
1751,836,1,5
57,1307,8,37
57,1511,6,25
58,591,5,21
58,749,5,31
57,775,9,42
57,1045,8,28
1750,1578,4,18
1750,1616,3,17
1751,921,2,11
1751,1283,2,7
1751,1364,2,11
57,1630,7,33
58,1362,3,15
59,41,2,9
59,128,2,9
58,131,7,26
59,215,2,9
59,296,2,10
59,733,1,5
56,1203,10,36
57,868,10,33
57,1238,9,38
58,1332,3,18
58,1403,3,12
57,1411,9,40
1750,1701,3,17
9,1774,3,12
9,1781,1,4
9,1793,9,43
9,1821,2,11
1807,1831,8,28
9,1839,5,27
59,1857,4,24
9,1865,2,11
59,1985,3,14
58,2029,9,30
59,2168,3,14
58,2187,9,34
58,2260,8,31
58,2296,8,28
59,1968,4,22
59,2348,2,7
59,2415,3,18
58,2476,7,31
59,684,1,5
59,2346,4,26
59,2479,2,11
59,2532,2,9
59,2612,1,3
59,2674,1,5
59,2736,2,8
58,2738,8,41
59,2779,2,7
1806,2946,9,33
1807,1917,10,42
1807,2447,8,30
59,2979,1,5
1807,3268,6,27
1808,1866,5,28
1808,2236,3,17
1808,2668,5,23
1808,2989,2,10
1806,3138,10,30
1806,3342,8,43
1807,2787,8,39
58,2838,6,23
1807,3013,8,32
1807,3238,6,25
1808,2469,5,33
1808,3026,3,17
1807,3074,7,28
1808,1752,7,25
1808,1758,7,39
1808,1860,6,25
1807,1866,9,28
1808,1846,6,30
1808,1896,6,26
1808,2175,4,21
1807,3079,8,39
1808,2531,5,24
1808,3079,2,9
57,3089,10,33
1808,3182,1,4
58,3191,5,27
57,3372,10,46
1806,3374,10,47
57,3424,4,21
58,1416,3,12
59,384,3,15
